0,00 GAZP|248|129|Max Williams A/D | 4|1|1||3 дня падения, 1 дня в
24,56 LKOH|114|216|Min Williams A/D |12|1|3||2 дня падения, 1 дня в
24,56 RTKM|184|171|Max Williams A/D | 5|1|3||2 дня роста, 1 дня в
24,59 GAZP|248|183|Max Williams A/D | 4|1|3||2 дня роста, 1 дня в
24,59 GMKN|122|217|Max Williams A/D |13|1|3||2 дня падения, 1 дня в
24,60 SBER|187|223|Min Williams A/D | 7|1|3||2 дня падения, 1 дня в
24,68 SBER|158|191|Min Williams A/D | 9|1|3||2 дня роста, 1 дня в
24,73 NVTK|186|223|Max Williams A/D | 8|1|3||2 дня роста, 1 дня в
24,73 NVTK|186|201|Max Williams A/D | 8|1|3||2 дня падения, 1 дня в
24,73 ROSN|126|93|Max Williams A/D |11|1|3||3 дня роста, 1 дня в
24,73 ROSN|124|93|Max Williams A/D |12|1|3||3 дня роста, 1 дня в
24,74 SBER|97|102|Min Williams A/D |24|1|3||3 дня падения, 1 дня в
24,74 SBER|97|102|Min Williams A/D |25|1|3||3 дня падения, 1 дня в
24,77 SBER|109|191|Min Williams A/D |20|1|3||2 дня роста, 1 дня в
24,79 GMKN|121|217|Min Williams A/D |13|1|3||2 дня падения, 1 дня в
24,80 RTKM|125|171|Max Williams A/D | 8|1|3||2 дня роста, 1 дня в
24,83 GAZP|149|183|Min Williams A/D |13|1|3||2 дня роста, 1 дня в
24,84 LKOH|153|217|Max Williams A/D |12|1|3||2 дня роста, 1 дня в
24,89 ROSN|239|221|Min Williams A/D | 5|1|3||2 дня падения, 1 дня в
25,00 GAZP|128|183|Min Williams A/D |17|1|3||2 дня роста, 1 дня в
25,00 GMKN|132|217|Max Williams A/D |11|1|3||2 дня падения, 1 дня в
25,00 GMKN|92|107|Min Williams A/D |24|1|3||3 дня падения, 1 дня в
25,00 LKOH|176|217|Max Williams A/D | 9|1|3||2 дня роста, 1 дня в
25,00 LKOH|100|52|Max Williams A/D |24|1|3||4 дня роста, 1 дня в
25,00 NVTK|168|201|Max Williams A/D | 9|1|3||2 дня падения, 1 дня в
25,00 NVTK|120|223|Max Williams A/D |17|1|3||2 дня роста, 1 дня в
25,00 NVTK|112|223|Max Williams A/D |19|1|3||2 дня роста, 1 дня в
25,00 NVTK|77|40|Min Williams A/D |19|1|3||4 дня падения, 1 дня в
25,00 NVTK|74|40|Min Williams A/D |20|1|3||4 дня падения, 1 дня в
25,00 NVTK|72|40|Min Williams A/D |21|1|3||4 дня падения, 1 дня в
25,00 NVTK|69|40|Min Williams A/D |22|1|3||4 дня падения, 1 дня в
25,00 NVTK|66|40|Min Williams A/D |23|1|3||4 дня падения, 1 дня в
25,00 RTKM|52|74|Max Williams A/D |21|1|3||3 дня роста, 1 дня в
25,00 SBER|152|191|Min Williams A/D |10|1|3||2 дня роста, 1 дня в
25,00 SBER|148|191|Min Williams A/D |11|1|3||2 дня роста, 1 дня в
25,00 SBER|116|191|Min Williams A/D |18|1|3||2 дня роста, 1 дня в
25,13 LKOH|191|217|Max Williams A/D | 8|1|3||2 дня роста, 1 дня в
25,14 ROSN|175|201|Max Williams A/D | 7|1|3||2 дня роста, 1 дня в
25,16 LKOH|159|217|Max Williams A/D |11|1|3||2 дня роста, 1 дня в
25,17 NVTK|143|223|Max Williams A/D |12|1|3||2 дня роста, 1 дня в
25,18 GAZP|139|183|Min Williams A/D |15|1|3||2 дня роста, 1 дня в
25,23 LKOH|133|111|Max Williams A/D |15|1|3||3 дня роста, 1 дня в
25,23 NVTK|120|107|Max Williams A/D |17|1|3||3 дня роста, 1 дня в
25,26 ROSN|194|201|Min Williams A/D | 7|1|3||2 дня роста, 1 дня в
25,35 LKOH|237|217|Max Williams A/D | 5|1|3||2 дня роста, 1 дня в
25,35 SBER|142|223|Min Williams A/D |12|1|3||2 дня падения, 1 дня в
25,37 GMKN|122|67|Max Williams A/D |13|1|3||3 дня роста, 1 дня в
25,37 GMKN|118|67|Max Williams A/D |14|1|3||3 дня роста, 1 дня в
25,37 GMKN|115|67|Max Williams A/D |15|1|3||3 дня роста, 1 дня в
25,40 SBER|126|191|Min Williams A/D |16|1|3||2 дня роста, 1 дня в
25,41 LKOH|122|216|Min Williams A/D |11|1|3||2 дня падения, 1 дня в
25,42 RTKM|59|74|Max Williams A/D |19|1|3||3 дня роста, 1 дня в
25,44 NVTK|114|223|Max Williams A/D |18|1|3||2 дня роста, 1 дня в
25,47 GMKN|161|217|Min Williams A/D | 8|1|3||2 дня падения, 1 дня в
25,49 RTKM|51|74|Max Williams A/D |22|1|3||3 дня роста, 1 дня в
25,49 SBER|104|102|Min Williams A/D |22|1|3||3 дня падения, 1 дня в
25,53 LKOH|141|217|Min Williams A/D | 9|1|3||2 дня роста, 1 дня в
25,53 NVTK|141|223|Max Williams A/D |13|1|3||2 дня роста, 1 дня в
25,56 GMKN|90|107|Min Williams A/D |25|1|3||3 дня падения, 1 дня в
25,56 GAZP|133|183|Min Williams A/D |16|1|3||2 дня роста, 1 дня в
25,56 NVTK|133|223|Max Williams A/D |14|1|3||2 дня роста, 1 дня в
25,57 ROSN|176|201|Min Williams A/D | 8|1|3||2 дня роста, 1 дня в
25,58 GMKN|129|217|Max Williams A/D |12|1|3||2 дня падения, 1 дня в
25,58 NVTK|129|223|Max Williams A/D |15|1|3||2 дня роста, 1 дня в
25,60 NVTK|125|223|Max Williams A/D |16|1|3||2 дня роста, 1 дня в
25,62 NVTK|203|223|Max Williams A/D | 7|1|3||2 дня роста, 1 дня в
25,62 SBER|121|191|Min Williams A/D |17|1|3||2 дня роста, 1 дня в
25,64 GAZP|92|78|Max Williams A/D |17|1|2||3 дня роста, 1 дня в
25,68 NVTK|222|223|Max Williams A/D | 6|1|3||2 дня роста, 1 дня в
25,68 SBER|148|223|Min Williams A/D |11|1|3||2 дня падения, 1 дня в
25,69 LKOH|132|109|Min Williams A/D |10|1|3||3 дня падения, 1 дня в
25,69 LKOH|122|109|Min Williams A/D |11|1|3||3 дня падения, 1 дня в
25,69 GAZP|144|183|Min Williams A/D |14|1|3||2 дня роста, 1 дня в
25,73 RTKM|214|171|Min Williams A/D | 8|1|3||2 дня роста, 1 дня в
25,74 SBER|136|223|Min Williams A/D |13|1|3||2 дня падения, 1 дня в
25,76 LKOH|132|217|Min Williams A/D |10|1|3||2 дня роста, 1 дня в
25,81 GMKN|244|217|Min Williams A/D | 4|1|3||2 дня падения, 1 дня в
25,84 RTKM|89|171|Max Williams A/D |12|1|3||2 дня роста, 1 дня в
25,86 LKOH|88|58|Min Williams A/D |17|1|3||4 дня падения, 1 дня в
25,86 LKOH|84|58|Min Williams A/D |18|1|3||4 дня падения, 1 дня в
25,86 LKOH|63|58|Min Williams A/D |23|1|2||4 дня падения, 1 дня в
25,87 NVTK|143|201|Max Williams A/D |12|1|3||2 дня падения, 1 дня в
25,95 SBER|131|191|Min Williams A/D |15|1|3||2 дня роста, 1 дня в
25,99 GAZP|177|183|Min Williams A/D |10|1|3||2 дня роста, 1 дня в
26,00 LKOH|200|217|Max Williams A/D | 7|1|3||2 дня роста, 1 дня в
26,06 SBER|142|191|Min Williams A/D |12|1|3||2 дня роста, 1 дня в
26,09 ROSN|91|46|Min Williams A/D |20|1|3||4 дня падения, 1 дня в
26,14 LKOH|176|216|Max Williams A/D | 9|1|3||2 дня падения, 1 дня в
26,14 LKOH|153|216|Max Williams A/D |12|1|3||2 дня падения, 1 дня в
26,17 GMKN|121|107|Min Williams A/D |13|1|3||3 дня падения, 1 дня в
26,17 NVTK|125|107|Max Williams A/D |16|1|3||3 дня роста, 1 дня в
26,18 SBER|222|191|Min Williams A/D | 5|1|3||2 дня роста, 1 дня в
26,23 GAZP|188|183|Min Williams A/D | 9|1|3||2 дня роста, 1 дня в
26,24 NVTK|141|201|Max Williams A/D |13|1|3||2 дня падения, 1 дня в
26,32 NVTK|133|201|Max Williams A/D |14|1|3||2 дня падения, 1 дня в
26,32 SBER|152|223|Min Williams A/D |10|1|3||2 дня падения, 1 дня в
26,32 SBER|133|191|Min Williams A/D |14|1|3||2 дня роста, 1 дня в
26,32 SBER|133|223|Min Williams A/D |14|1|3||2 дня падения, 1 дня в
26,35 SBER|167|223|Min Williams A/D | 8|1|3||2 дня падения, 1 дня в
26,37 NVTK|222|201|Max Williams A/D | 6|1|3||2 дня падения, 1 дня в
26,39 LKOH|249|216|Min Williams A/D | 4|1|3||2 дня падения, 1 дня в
26,42 LKOH|159|216|Max Williams A/D |11|1|3||2 дня падения, 1 дня в
26,42 NVTK|159|201|Max Williams A/D |10|1|3||2 дня падения, 1 дня в
26,47 GMKN|136|217|Max Williams A/D |10|1|3||2 дня падения, 1 дня в
26,47 SBER|136|191|Min Williams A/D |13|1|3||2 дня роста, 1 дня в
26,47 SBER|109|102|Min Williams A/D |20|1|3||3 дня падения, 1 дня в
26,47 SBER|107|102|Min Williams A/D |21|1|3||3 дня падения, 1 дня в
26,49 LKOH|151|217|Min Williams A/D | 8|1|3||2 дня роста, 1 дня в
26,50 LKOH|200|216|Max Williams A/D | 7|1|3||2 дня падения, 1 дня в
26,51 LKOH|166|216|Max Williams A/D |10|1|3||2 дня падения, 1 дня в
26,51 ROSN|166|201|Min Williams A/D | 9|1|3||2 дня роста, 1 дня в
26,58 ROSN|158|221|Max Williams A/D | 8|1|3||2 дня падения, 1 дня в
26,58 SBER|158|223|Min Williams A/D | 9|1|3||2 дня падения, 1 дня в
26,61 LKOH|141|109|Min Williams A/D | 9|1|3||3 дня падения, 1 дня в
26,61 LKOH|109|217|Min Williams A/D |13|1|3||2 дня роста, 1 дня в
26,67 ROSN|155|105|Min Williams A/D |10|1|3||3 дня падения, 1 дня в
26,67 ROSN|148|105|Min Williams A/D |11|1|3||3 дня падения, 1 дня в
26,72 SBER|131|223|Min Williams A/D |15|1|3||2 дня падения, 1 дня в
26,87 GMKN|132|67|Max Williams A/D |11|1|3||3 дня роста, 1 дня в
26,87 GMKN|129|67|Max Williams A/D |12|1|3||3 дня роста, 1 дня в
26,87 ROSN|224|201|Max Williams A/D | 5|1|3||2 дня роста, 1 дня в
26,90 RTKM|223|171|Min Williams A/D | 7|1|3||2 дня роста, 1 дня в
26,92 LKOH|104|52|Max Williams A/D |23|1|3||4 дня роста, 1 дня в
26,97 NVTK|152|201|Max Williams A/D |11|1|3||2 дня падения, 1 дня в
26,98 GMKN|126|217|Min Williams A/D |12|1|3||2 дня падения, 1 дня в
27,01 GMKN|137|217|Min Williams A/D |10|1|3||2 дня падения, 1 дня в
27,03 GMKN|148|217|Max Williams A/D | 9|1|3||2 дня падения, 1 дня в
27,03 LKOH|139|111|Max Williams A/D |14|1|3||3 дня роста, 1 дня в
27,03 ROSN|148|201|Min Williams A/D |11|1|3||2 дня роста, 1 дня в
27,03 RTKM|85|74|Max Williams A/D |13|1|3||3 дня роста, 1 дня в
27,03 RTKM|59|37|Max Williams A/D |19|1|3||4 дня роста, 1 дня в
27,03 RTKM|55|37|Max Williams A/D |20|1|3||4 дня роста, 1 дня в
27,03 RTKM|52|37|Max Williams A/D |21|1|3||4 дня роста, 1 дня в
27,03 RTKM|51|37|Max Williams A/D |22|1|3||4 дня роста, 1 дня в
27,08 GMKN|144|217|Min Williams A/D | 9|1|3||2 дня падения, 1 дня в
27,08 LKOH|144|216|Max Williams A/D |13|1|3||2 дня падения, 1 дня в
27,10 ROSN|155|201|Min Williams A/D |10|1|3||2 дня роста, 1 дня в
27,10 NVTK|129|107|Max Williams A/D |15|1|3||3 дня роста, 1 дня в
27,13 GMKN|129|217|Min Williams A/D |11|1|3||2 дня падения, 1 дня в
27,13 NVTK|129|201|Max Williams A/D |15|1|3||2 дня падения, 1 дня в
27,19 LKOH|114|217|Min Williams A/D |12|1|3||2 дня роста, 1 дня в
27,20 NVTK|125|201|Max Williams A/D |16|1|3||2 дня падения, 1 дня в
27,23 LKOH|191|216|Max Williams A/D | 8|1|3||2 дня падения, 1 дня в
27,27 RTKM|55|74|Max Williams A/D |20|1|3||3 дня роста, 1 дня в
27,35 SBER|259|223|Min Williams A/D | 4|1|3||2 дня падения, 1 дня в
27,36 GAZP|106|129|Min Williams A/D |24|1|3||3 дня падения, 1 дня в
27,45 GAZP|102|129|Min Williams A/D |25|1|3||3 дня падения, 1 дня в
27,45 SBER|116|102|Min Williams A/D |18|1|3||3 дня падения, 1 дня в
27,45 SBER|112|102|Min Williams A/D |19|1|3||3 дня падения, 1 дня в
27,50 NVTK|120|201|Max Williams A/D |17|1|3||2 дня падения, 1 дня в
27,59 LKOH|104|58|Min Williams A/D |14|1|3||4 дня падения, 1 дня в
27,59 LKOH|98|58|Min Williams A/D |15|1|3||4 дня падения, 1 дня в
27,59 LKOH|92|58|Min Williams A/D |16|1|3||4 дня падения, 1 дня в
27,59 LKOH|70|58|Min Williams A/D |21|1|2||4 дня падения, 1 дня в
27,59 LKOH|65|58|Min Williams A/D |22|1|2||4 дня падения, 1 дня в
27,68 GAZP|112|129|Min Williams A/D |23|1|3||3 дня падения, 1 дня в
27,75 SBER|265|191|Max Williams A/D | 4|1|3||2 дня роста, 1 дня в
27,78 SBER|126|223|Min Williams A/D |16|1|3||2 дня падения, 1 дня в
27,80 NVTK|246|223|Max Williams A/D | 5|1|3||2 дня роста, 1 дня в
27,80 NVTK|205|223|Min Williams A/D | 5|1|3||2 дня роста, 1 дня в
27,81 LKOH|187|217|Min Williams A/D | 6|1|3||2 дня роста, 1 дня в
27,83 GAZP|115|129|Min Williams A/D |22|1|3||3 дня падения, 1 дня в
27,85 SBER|151|79|Max Williams A/D |10|1|3||3 дня роста, 1 дня в
27,85 SBER|140|79|Max Williams A/D |11|1|3||3 дня роста, 1 дня в
27,87 GAZP|200|183|Min Williams A/D | 8|1|3||2 дня роста, 1 дня в
27,87 LKOH|122|217|Min Williams A/D |11|1|3||2 дня роста, 1 дня в
27,88 LKOH|165|217|Min Williams A/D | 7|1|3||2 дня роста, 1 дня в
28,00 ROSN|175|221|Max Williams A/D | 7|1|3||2 дня падения, 1 дня в
28,03 RTKM|157|262|Max Williams A/D | 6|1|3||2 дня падения, 1 дня в
28,04 NVTK|133|107|Max Williams A/D |14|1|3||3 дня роста, 1 дня в
28,06 LKOH|139|216|Max Williams A/D |14|1|3||2 дня падения, 1 дня в
28,07 NVTK|114|201|Max Williams A/D |18|1|3||2 дня падения, 1 дня в
28,08 ROSN|146|221|Max Williams A/D | 9|1|3||2 дня падения, 1 дня в
28,10 SBER|121|223|Min Williams A/D |17|1|3||2 дня падения, 1 дня в
28,11 GMKN|218|217|Max Williams A/D | 5|1|3||2 дня падения, 1 дня в
28,17 RTKM|142|262|Max Williams A/D | 7|1|3||2 дня падения, 1 дня в
28,21 GAZP|141|78|Max Williams A/D | 9|1|3||3 дня роста, 1 дня в
28,21 GAZP|97|78|Max Williams A/D |16|1|2||3 дня роста, 1 дня в
28,21 GMKN|156|217|Max Williams A/D | 8|1|3||2 дня падения, 1 дня в
28,24 LKOH|217|216|Max Williams A/D | 6|1|3||2 дня падения, 1 дня в
28,26 ROSN|74|46|Min Williams A/D |24|1|2||4 дня падения, 1 дня в
28,26 ROSN|68|46|Min Williams A/D |25|1|2||4 дня падения, 1 дня в
28,32 SBER|113|223|Max Williams A/D |14|1|3||2 дня падения, 1 дня в
28,36 NVTK|246|201|Max Williams A/D | 5|1|3||2 дня падения, 1 дня в
28,36 ROSN|215|201|Min Williams A/D | 6|1|3||2 дня роста, 1 дня в
28,43 GMKN|204|217|Max Williams A/D | 6|1|3||2 дня падения, 1 дня в
28,43 NVTK|102|201|Max Williams A/D |22|1|3||2 дня падения, 1 дня в
28,43 SBER|121|102|Min Williams A/D |17|1|3||3 дня падения, 1 дня в
28,45 SBER|116|223|Min Williams A/D |18|1|3||2 дня падения, 1 дня в
28,51 ROSN|280|221|Min Williams A/D | 4|1|3||2 дня падения, 1 дня в
28,57 GAZP|68|35|Max Williams A/D |24|1|2||4 дня роста, 1 дня в
28,57 GAZP|66|35|Max Williams A/D |25|1|2||4 дня роста, 1 дня в
28,57 GAZP|119|129|Min Williams A/D |20|1|3||3 дня падения, 1 дня в
28,57 GAZP|119|129|Min Williams A/D |21|1|3||3 дня падения, 1 дня в
28,57 LKOH|266|217|Max Williams A/D | 4|1|3||2 дня роста, 1 дня в
28,57 LKOH|133|216|Max Williams A/D |15|1|3||2 дня падения, 1 дня в
28,57 LKOH|126|216|Max Williams A/D |17|1|3||2 дня падения, 1 дня в
28,57 NVTK|112|201|Max Williams A/D |19|1|3||2 дня падения, 1 дня в
28,57 ROSN|140|221|Max Williams A/D |10|1|3||2 дня падения, 1 дня в
28,57 ROSN|166|105|Min Williams A/D | 9|1|3||3 дня падения, 1 дня в
28,57 ROSN|126|201|Min Williams A/D |13|1|3||2 дня роста, 1 дня в
28,64 LKOH|213|217|Min Williams A/D | 5|1|3||2 дня роста, 1 дня в
28,65 GMKN|178|217|Max Williams A/D | 7|1|3||2 дня падения, 1 дня в
28,65 RTKM|221|171|Max Williams A/D | 4|1|3||2 дня роста, 1 дня в
28,69 ROSN|122|201|Min Williams A/D |14|1|3||2 дня роста, 1 дня в
28,70 NVTK|238|223|Min Williams A/D | 4|1|3||2 дня роста, 1 дня в
28,70 NVTK|108|201|Max Williams A/D |20|1|3||2 дня падения, 1 дня в
28,71 NVTK|101|201|Max Williams A/D |23|1|3||2 дня падения, 1 дня в
28,80 RTKM|184|262|Max Williams A/D | 5|1|3||2 дня падения, 1 дня в
28,83 LKOH|144|111|Max Williams A/D |13|1|3||3 дня роста, 1 дня в
28,83 ROSN|111|221|Max Williams A/D |14|1|3||2 дня падения, 1 дня в
28,91 GAZP|128|129|Min Williams A/D |17|1|3||3 дня падения, 1 дня в
28,91 LKOH|128|216|Max Williams A/D |16|1|3||2 дня падения, 1 дня в
28,92 GAZP|251|249|Min Williams A/D | 5|1|3||2 дня падения, 1 дня в
28,92 RTKM|166|262|Min Williams A/D |14|1|3||2 дня падения, 1 дня в
28,93 LKOH|121|216|Max Williams A/D |18|1|3||2 дня падения, 1 дня в
28,96 ROSN|224|221|Max Williams A/D | 5|1|3||2 дня падения, 1 дня в
28,97 NVTK|143|107|Max Williams A/D |12|1|3||3 дня роста, 1 дня в
28,97 NVTK|141|107|Max Williams A/D |13|1|3||3 дня роста, 1 дня в
29,01 SBER|131|223|Max Williams A/D |12|1|3||2 дня падения, 1 дня в
29,03 GAZP|248|249|Max Williams A/D | 4|1|3||2 дня падения, 1 дня в
29,06 LKOH|117|216|Max Williams A/D |19|1|3||2 дня падения, 1 дня в
29,11 SBER|84|79|Max Williams A/D |24|1|2||3 дня роста, 1 дня в
29,11 SBER|83|79|Max Williams A/D |25|1|2||3 дня роста, 1 дня в
29,14 SBER|151|223|Max Williams A/D |10|1|3||2 дня падения, 1 дня в
29,14 GMKN|308|175|Max Williams A/D | 3|1|3||2 дня роста, 1 дня в
29,15 ROSN|199|221|Max Williams A/D | 6|1|3||2 дня падения, 1 дня в
29,17 SBER|120|223|Max Williams A/D |13|1|3||2 дня падения, 1 дня в
29,21 RTKM|178|262|Min Williams A/D |12|1|3||2 дня падения, 1 дня в
29,24 RTKM|247|171|Min Williams A/D | 6|1|3||2 дня роста, 1 дня в
29,25 GAZP|212|249|Min Williams A/D | 7|1|3||2 дня падения, 1 дня в
29,25 NVTK|106|201|Max Williams A/D |21|1|3||2 дня падения, 1 дня в
29,29 SBER|140|223|Max Williams A/D |11|1|3||2 дня падения, 1 дня в
29,31 LKOH|114|58|Min Williams A/D |12|1|3||4 дня падения, 1 дня в
29,31 LKOH|109|58|Min Williams A/D |13|1|3||4 дня падения, 1 дня в
29,31 LKOH|74|58|Min Williams A/D |20|1|2||4 дня падения, 1 дня в
29,31 LKOH|58|109|Min Williams A/D |25|1|2||3 дня падения, 1 дня в
29,31 ROSN|116|221|Max Williams A/D |13|1|3||2 дня падения, 1 дня в
29,32 ROSN|133|201|Min Williams A/D |12|1|3||2 дня роста, 1 дня в
29,35 NVTK|184|223|Min Williams A/D | 6|1|3||2 дня роста, 1 дня в
29,36 LKOH|151|109|Min Williams A/D | 8|1|3||3 дня падения, 1 дня в
29,39 GAZP|228|249|Min Williams A/D | 6|1|3||2 дня падения, 1 дня в
29,41 RTKM|221|262|Max Williams A/D | 4|1|3||2 дня падения, 1 дня в
29,41 SBER|136|102|Min Williams A/D |13|1|3||3 дня падения, 1 дня в
29,41 SBER|133|102|Min Williams A/D |14|1|3||3 дня падения, 1 дня в
29,41 SBER|131|102|Min Williams A/D |15|1|3||3 дня падения, 1 дня в
29,41 SBER|126|102|Min Williams A/D |16|1|3||3 дня падения, 1 дня в
29,46 SBER|112|223|Min Williams A/D |19|1|3||2 дня падения, 1 дня в
29,51 GAZP|302|183|Max Williams A/D | 3|1|3||2 дня роста, 1 дня в
29,51 GAZP|212|183|Min Williams A/D | 7|1|3||2 дня роста, 1 дня в
29,51 GAZP|122|129|Min Williams A/D |19|1|3||3 дня падения, 1 дня в
29,51 LKOH|61|109|Min Williams A/D |24|1|2||3 дня падения, 1 дня в
29,53 GAZP|149|249|Min Williams A/D |13|1|3||2 дня падения, 1 дня в
29,56 RTKM|159|262|Min Williams A/D |15|1|3||2 дня падения, 1 дня в
29,57 LKOH|115|216|Max Williams A/D |20|1|3||2 дня падения, 1 дня в
29,57 RTKM|186|262|Min Williams A/D |11|1|3||2 дня падения, 1 дня в
29,60 GAZP|125|129|Min Williams A/D |18|1|3||3 дня падения, 1 дня в
29,65 RTKM|172|262|Min Williams A/D |13|1|3||2 дня падения, 1 дня в
29,73 LKOH|111|216|Max Williams A/D |21|1|3||2 дня падения, 1 дня в
29,73 LKOH|74|109|Min Williams A/D |20|1|2||3 дня падения, 1 дня в
29,73 RTKM|98|74|Max Williams A/D |11|1|3||3 дня роста, 1 дня в
29,73 RTKM|89|74|Max Williams A/D |12|1|3||3 дня роста, 1 дня в
29,73 RTKM|74|74|Max Williams A/D |16|1|2||3 дня роста, 1 дня в
29,73 RTKM|74|37|Max Williams A/D |16|1|3||4 дня роста, 1 дня в
29,73 RTKM|71|37|Max Williams A/D |17|1|3||4 дня роста, 1 дня в
29,73 RTKM|66|37|Max Williams A/D |18|1|3||4 дня роста, 1 дня в
29,73 RTKM|41|37|Max Williams A/D |25|1|2||4 дня роста, 1 дня в
29,84 ROSN|124|221|Max Williams A/D |12|1|3||2 дня падения, 1 дня в
29,91 GAZP|214|249|Max Williams A/D | 5|1|3||2 дня падения, 1 дня в
29,91 GMKN|126|107|Min Williams A/D |12|1|3||3 дня падения, 1 дня в
29,91 NVTK|159|107|Max Williams A/D |10|1|3||3 дня роста, 1 дня в
29,91 NVTK|152|107|Max Williams A/D |11|1|3||3 дня роста, 1 дня в
29,91 ROSN|117|201|Min Williams A/D |15|1|3||2 дня роста, 1 дня в
29,94 RTKM|157|262|Min Williams A/D |16|1|3||2 дня падения, 1 дня в
30,00 GAZP|200|249|Min Williams A/D | 8|1|3||2 дня падения, 1 дня в
30,00 LKOH|70|109|Min Williams A/D |21|1|2||3 дня падения, 1 дня в
30,05 RTKM|193|262|Min Williams A/D |10|1|3||2 дня падения, 1 дня в
30,13 GAZP|156|249|Min Williams A/D |12|1|3||2 дня падения, 1 дня в
30,16 LKOH|63|109|Min Williams A/D |23|1|2||3 дня падения, 1 дня в
30,16 ROSN|126|221|Max Williams A/D |11|1|3||2 дня падения, 1 дня в
30,20 RTKM|149|262|Min Williams A/D |18|1|3||2 дня падения, 1 дня в
30,22 RTKM|139|141|Min Williams A/D |20|1|3||3 дня падения, 1 дня в
30,29 NVTK|175|223|Min Williams A/D | 7|1|3||2 дня роста, 1 дня в
30,30 RTKM|132|141|Min Williams A/D |22|1|3||3 дня падения, 1 дня в
30,35 ROSN|253|201|Max Williams A/D | 4|1|3||2 дня роста, 1 дня в
30,35 ROSN|239|201|Min Williams A/D | 5|1|3||2 дня роста, 1 дня в
30,36 RTKM|247|262|Min Williams A/D | 6|1|3||2 дня падения, 1 дня в
30,39 SBER|142|102|Min Williams A/D |12|1|3||3 дня падения, 1 дня в
30,40 RTKM|125|141|Min Williams A/D |24|1|3||3 дня падения, 1 дня в
30,43 GAZP|161|249|Min Williams A/D |11|1|3||2 дня падения, 1 дня в
30,43 SBER|161|223|Max Williams A/D | 9|1|3||2 дня падения, 1 дня в
30,46 RTKM|151|262|Min Williams A/D |17|1|3||2 дня падения, 1 дня в
30,47 GAZP|128|249|Min Williams A/D |17|1|3||2 дня падения, 1 дня в
30,47 RTKM|128|141|Min Williams A/D |23|1|3||3 дня падения, 1 дня в
30,48 SBER|187|223|Max Williams A/D | 7|1|3||2 дня падения, 1 дня в
30,49 RTKM|223|262|Min Williams A/D | 7|1|3||2 дня падения, 1 дня в
30,50 RTKM|144|141|Min Williams A/D |19|1|3||3 дня падения, 1 дня в
30,51 GAZP|177|249|Min Williams A/D |10|1|3||2 дня падения, 1 дня в
30,54 RTKM|203|262|Min Williams A/D | 9|1|3||2 дня падения, 1 дня в
30,56 GAZP|144|249|Min Williams A/D |14|1|3||2 дня падения, 1 дня в
30,56 LKOH|108|216|Max Williams A/D |22|1|3||2 дня падения, 1 дня в
30,56 RTKM|144|262|Min Williams A/D |19|1|3||2 дня падения, 1 дня в
30,77 LKOH|65|109|Min Williams A/D |22|1|2||3 дня падения, 1 дня в
30,84 GMKN|129|107|Min Williams A/D |11|1|3||3 дня падения, 1 дня в
30,84 RTKM|214|262|Min Williams A/D | 8|1|3||2 дня падения, 1 дня в
30,85 GAZP|188|249|Min Williams A/D | 9|1|3||2 дня падения, 1 дня в
30,88 GAZP|102|68|Min Williams A/D |25|1|3||4 дня падения, 1 дня в
30,88 RTKM|136|141|Min Williams A/D |21|1|3||3 дня падения, 1 дня в
30,89 SBER|259|191|Min Williams A/D | 4|1|3||2 дня роста, 1 дня в
30,94 GAZP|139|249|Min Williams A/D |15|1|3||2 дня падения, 1 дня в
30,94 RTKM|139|262|Min Williams A/D |20|1|3||2 дня падения, 1 дня в
30,95 SBER|210|223|Max Williams A/D | 6|1|3||2 дня падения, 1 дня в
30,99 RTKM|71|74|Max Williams A/D |17|1|2||3 дня роста, 1 дня в
31,01 GAZP|133|129|Min Williams A/D |16|1|3||3 дня падения, 1 дня в
31,03 LKOH|59|58|Min Williams A/D |25|1|1||4 дня падения, 1 дня в
31,06 RTKM|132|262|Min Williams A/D |22|1|3||2 дня падения, 1 дня в
31,08 RTKM|110|74|Max Williams A/D |10|1|3||3 дня роста, 1 дня в
31,08 RTKM|80|74|Max Williams A/D |14|1|2||3 дня роста, 1 дня в
31,08 RTKM|77|74|Max Williams A/D |15|1|2||3 дня роста, 1 дня в
31,18 SBER|170|223|Max Williams A/D | 8|1|3||2 дня падения, 1 дня в
31,20 GAZP|125|249|Min Williams A/D |18|1|3||2 дня падения, 1 дня в
31,21 RTKM|149|141|Min Williams A/D |18|1|3||3 дня падения, 1 дня в
31,30 RTKM|278|262|Max Williams A/D | 3|1|3||2 дня падения, 1 дня в
31,30 RTKM|270|262|Min Williams A/D | 5|1|3||2 дня падения, 1 дня в
31,31 LKOH|99|109|Min Williams A/D |15|1|2||3 дня падения, 1 дня в
31,34 NVTK|301|201|Min Williams A/D | 3|1|3||2 дня падения, 1 дня в
31,40 RTKM|121|141|Min Williams A/D |25|1|3||3 дня падения, 1 дня в
31,43 GMKN|244|175|Min Williams A/D | 4|1|3||2 дня роста, 1 дня в
31,43 LKOH|105|109|Min Williams A/D |14|1|2||3 дня падения, 1 дня в
31,46 LKOH|89|109|Min Williams A/D |17|1|2||3 дня падения, 1 дня в
31,48 LKOH|237|216|Max Williams A/D | 5|1|3||2 дня падения, 1 дня в
31,53 ROSN|111|201|Min Williams A/D |16|1|3||2 дня роста, 1 дня в
